Order Date,Sales,Year,Month,Quarter,Week,Day,DayOfWeek,DayOfYear,IsWeekend,Lag_1,Lag_7,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2015-04-05,5179.738,2015,4,2,14,5,6,95,1,475.844,1493.216,11.364,1607.820428571428,2083.8317666666667
2015-04-06,1650.69,2015,4,2,15,6,0,96,0,5179.738,890.841,55.672,1716.3702857142853,2136.999033333333
2015-04-07,1021.17,2015,4,2,15,7,1,97,0,1650.69,1170.322,19.456,1695.0628571428567,2170.3895
2015-04-08,1958.75,2015,4,2,15,8,2,98,0,1021.17,1959.552,2203.151,1694.9482857142852,2162.2428
2015-04-11,1915.24,2015,4,2,15,11,5,101,1,1958.75,119.888,47.76,1951.4271428571426,2224.492133333333
2015-04-12,1872.443,2015,4,2,15,12,6,102,1,1915.24,1458.558,1345.8919999999998,2010.5535714285709,2242.0438333333336
2015-04-13,638.576,2015,4,2,16,13,0,103,0,1872.443,475.844,370.452,2033.8009999999997,2250.9813
2015-04-15,294.72,2015,4,2,16,15,2,105,0,638.576,5179.738,705.562,1335.9412857142852,2237.286566666667
2015-04-16,39.072,2015,4,2,16,16,3,106,0,294.72,1650.69,1561.062,1105.7101428571423,2186.553566666667
2015-04-18,1020.532,2015,4,2,16,18,5,108,1,39.072,1021.17,741.956,1105.6189999999995,2195.8394333333335
2015-04-19,205.47,2015,4,2,16,19,6,109,1,1020.532,1958.75,918.314,855.1504285714282,2172.0779666666667
2015-04-20,1250.45,2015,4,2,17,20,0,110,0,205.47,1915.24,2108.55,760.180428571428,2143.4746333333333
2015-04-21,845.36,2015,4,2,17,21,1,111,0,1250.45,1872.443,370.782,613.4542857142852,2159.2939
2015-04-22,257.752,2015,4,2,17,22,2,112,0,845.36,638.576,471.92,559.0508571428567,2152.154966666667
2015-04-23,643.98,2015,4,2,17,23,3,113,0,257.752,294.72,3960.358,608.9451428571423,2041.6090333333332
2015-04-25,2379.994,2015,4,2,17,25,5,115,1,643.98,39.072,28106.716,943.362571428571,1184.0516333333333
2015-04-26,282.568,2015,4,2,17,26,6,116,1,2379.994,1020.532,590.762,837.9391428571424,1173.7785000000001
2015-04-28,2578.476,2015,4,2,18,28,1,118,0,282.568,205.47,4109.816,1176.9399999999994,1122.7338333333332
2015-04-29,768.8439999999999,2015,4,2,18,29,2,119,0,2578.476,1250.45,464.093,1108.1391428571424,1132.8922
2015-04-30,1048.74,2015,4,2,18,30,3,120,0,768.8439999999999,845.36,945.064,1137.193428571428,1136.3480666666667
2015-05-02,506.12,2015,5,2,18,2,5,122,1,1048.74,257.752,65.38,1172.674571428571,1151.0394000000001
2015-05-03,72.632,2015,5,2,18,3,6,123,1,506.12,643.98,459.146,1091.0534285714282,1138.1555999999998
2015-05-04,187.432,2015,5,2,19,4,0,124,0,72.632,2379.994,145.13,777.8302857142852,1139.5656666666666
2015-05-05,260.977,2015,5,2,19,5,1,125,0,187.432,282.568,1493.216,774.7458571428566,1098.4910333333332
2015-05-06,254.456,2015,5,2,19,6,2,126,0,260.977,2578.476,890.841,442.7429999999994,1077.2782
2015-05-07,1091.35,2015,5,2,19,7,3,127,0,254.456,768.8439999999999,1170.322,488.8152857142851,1074.6458
2015-05-08,1799.97,2015,5,2,19,8,4,128,0,1091.35,1048.74,1959.552,596.1338571428566,1069.3264000000001
2015-05-09,394.48,2015,5,2,19,9,5,129,1,1799.97,506.12,119.888,580.1852857142852,1078.4794666666667
2015-05-10,2343.799,2015,5,2,19,10,6,130,1,394.48,72.632,1458.558,904.6377142857137,1107.9875
2015-05-11,1642.802,2015,5,2,20,11,0,131,0,2343.799,187.432,475.844,1112.5477142857137,1146.8861
2015-05-12,734.846,2015,5,2,20,12,1,132,0,1642.802,260.977,5179.738,1180.243285714285,998.7230333333334
2015-05-13,898.382,2015,5,2,20,13,2,133,0,734.846,254.456,1650.69,1272.2327142857139,973.6460999999999
2015-05-14,310.88,2015,5,2,20,14,3,134,0,898.382,1091.35,1021.17,1160.7369999999994,949.9697666666667
2015-05-16,289.28,2015,5,2,20,16,5,136,1,310.88,1799.97,1958.75,944.9241428571423,894.3207666666666
2015-05-17,91.68,2015,5,2,20,17,6,137,1,289.28,394.48,1915.24,901.6669999999995,833.5354333333332
2015-05-18,944.964,2015,5,2,21,18,0,138,0,91.68,2343.799,1872.443,701.833428571428,802.6194666666667
2015-05-19,91.62,2015,5,2,21,19,1,139,0,944.964,1642.802,638.576,480.2359999999995,784.3875999999999
2015-05-20,320.10400000000004,2015,5,2,21,20,2,140,0,91.62,734.846,294.72,420.9871428571423,785.2337333333334
2015-05-21,4264.328,2015,5,2,21,21,3,141,0,320.10400000000004,898.382,39.072,901.836571428571,926.0756
2015-05-22,180.93,2015,5,2,21,22,4,142,0,4264.328,310.88,1020.532,883.2722857142853,898.0888666666666
2015-05-23,323.75800000000004,2015,5,2,21,23,5,143,1,180.93,289.28,205.47,888.1977142857139,902.0318000000001
2015-05-24,116.28,2015,5,2,21,24,6,144,1,323.75800000000004,91.68,1250.45,891.7119999999995,864.2261333333333
2015-05-25,119.54,2015,5,2,22,25,0,145,0,116.28,944.964,845.36,773.7942857142853,840.0321333333334
2015-05-26,1325.718,2015,5,2,22,26,1,146,0,119.54,91.62,257.752,950.0939999999997,875.631
2015-05-27,2157.394,2015,5,2,22,27,2,147,0,1325.718,320.10400000000004,643.98,1212.5639999999996,926.0781333333332
2015-05-28,221.968,2015,5,2,22,28,3,148,0,2157.394,4264.328,2379.994,635.0839999999995,854.1439333333333
2015-05-30,1924.913,2015,5,2,22,30,5,150,1,221.968,180.93,282.568,884.224428571428,908.8887666666667
2015-05-31,773.7,2015,5,2,22,31,6,151,1,1924.913,323.75800000000004,2578.476,948.5018571428566,848.7295666666666
2015-06-01,5188.52,2015,6,2,23,1,0,152,0,773.7,116.28,768.8439999999999,1673.107571428571,996.0521000000001
2015-06-02,738.598,2015,6,2,23,2,1,153,0,5188.52,119.54,1048.74,1761.544428571428,985.7140333333334
2015-06-03,531.16,2015,6,2,23,3,2,154,0,738.598,1325.718,506.12,1648.0361428571425,986.5487
2015-06-04,456.272,2015,6,2,23,4,3,155,0,531.16,2157.394,72.632,1405.018714285714,999.3367
2015-06-06,1374.0010000000002,2015,6,2,23,6,5,157,1,456.272,221.968,187.432,1569.5948571428567,1038.889
2015-06-07,281.397,2015,6,2,23,7,6,158,1,1374.0010000000002,1924.913,260.977,1334.8068571428569,1039.5696666666668
2015-06-08,2501.264,2015,6,2,24,8,0,159,0,281.397,773.7,254.456,1581.601714285714,1114.4632666666666
2015-06-09,5463.008,2015,6,2,24,9,1,160,0,2501.264,5188.52,1091.35,1620.8142857142852,1260.1852
2015-06-10,491.55,2015,6,2,24,10,2,161,0,5463.008,738.598,1799.97,1585.5217142857139,1216.5711999999999
2015-06-13,14.52,2015,6,2,24,13,5,164,1,491.55,531.16,394.48,1511.7159999999997,1203.905866666667
2015-06-14,212.94,2015,6,2,24,14,6,165,1,14.52,456.272,2343.799,1476.9542857142853,1132.8772333333334
2015-06-15,942.974,2015,6,2,25,15,0,166,0,212.94,1374.0010000000002,1642.802,1415.3789999999995,1109.5496333333333
2015-06-16,763.792,2015,6,2,25,16,1,167,0,942.974,281.397,734.846,1484.292571428571,1110.5145
2015-06-17,3356.4860000000003,2015,6,2,25,17,2,168,0,763.792,2501.264,898.382,1606.4671428571423,1192.4513000000002
2015-06-18,139.8,2015,6,2,25,18,3,169,0,3356.4860000000003,5463.008,310.88,846.0088571428568,1186.7486333333334
2015-06-20,1828.9496,2015,6,2,25,20,5,171,1,139.8,491.55,289.28,1037.0659428571423,1238.0709533333331
2015-06-21,4107.443,2015,6,2,25,21,6,172,1,1828.9496,14.52,91.68,1621.7692285714281,1371.92972
2015-06-22,1975.498,2015,6,2,26,22,0,173,0,4107.443,212.94,944.964,1873.563228571428,1406.2808533333334
2015-06-23,109.496,2015,6,2,26,23,1,174,0,1975.498,942.974,91.62,1754.4949428571424,1406.8767200000002
2015-06-24,4.272,2015,6,2,26,24,2,175,0,109.496,763.792,320.10400000000004,1645.9920857142854,1396.3489866666669
2015-06-25,792.76,2015,6,2,26,25,3,176,0,4.272,3356.4860000000003,4264.328,1279.7455142857139,1280.6300533333335
2015-06-27,616.14,2015,6,2,26,27,5,178,1,792.76,139.8,180.93,1347.7940857142853,1295.1370533333334
2015-06-28,1645.791,2015,6,2,26,28,6,179,1,616.14,1828.9496,323.75800000000004,1321.628571428571,1339.20482
2015-06-29,46.68,2015,6,2,27,29,0,180,0,1645.791,4107.443,116.28,741.5195714285709,1336.88482
2015-06-30,739.624,2015,6,2,27,30,1,181,0,46.68,1975.498,119.54,564.9661428571424,1357.5542866666667
2015-07-01,601.0239999999999,2015,7,3,27,1,2,182,0,739.624,109.496,1325.718,635.1844285714279,1333.39782
2015-07-02,79.56,2015,7,3,27,2,3,183,0,601.0239999999999,4.272,2157.394,645.9398571428566,1264.1366866666665
2015-07-04,247.408,2015,7,3,27,4,5,185,1,79.56,792.76,221.968,568.032428571428,1264.9846866666667
2015-07-05,1444.104,2015,7,3,27,5,6,186,1,247.408,616.14,1924.913,686.3129999999994,1248.9577199999999
2015-07-06,1038.472,2015,7,3,28,6,0,187,0,1444.104,1645.791,773.7,599.5531428571422,1257.7834533333335
2015-07-07,241.194,2015,7,3,28,7,1,188,0,1038.472,46.68,5188.52,627.3408571428565,1092.8725866666668
2015-07-08,763.0740000000001,2015,7,3,28,8,2,189,0,241.194,739.624,738.598,630.6908571428565,1093.6884533333334
2015-07-09,265.521,2015,7,3,28,9,3,190,0,763.0740000000001,601.0239999999999,531.16,582.7618571428567,1084.83382
2015-07-11,2022.356,2015,7,3,28,11,5,192,1,265.521,79.56,456.272,860.3041428571423,1137.03662
2015-07-12,1960.012,2015,7,3,28,12,6,193,1,2022.356,247.408,1374.0010000000002,1104.9618571428566,1156.57032
2015-07-13,351.216,2015,7,3,29,13,0,194,0,1960.012,1444.104,281.397,948.8349999999995,1158.89762
2015-07-14,292.594,2015,7,3,29,14,1,195,0,351.216,1038.472,2501.264,842.2809999999994,1085.2752866666667
2015-07-15,9.51,2015,7,3,29,15,2,196,0,292.594,241.194,5463.008,809.1832857142853,903.49202
2015-07-18,273.04,2015,7,3,29,18,5,199,1,9.51,763.0740000000001,491.55,739.1784285714282,896.2083533333334
2015-07-19,461.326,2015,7,3,29,19,6,200,1,273.04,265.521,14.52,767.150571428571,911.1018866666667
2015-07-20,2285.786,2015,7,3,30,20,0,201,0,461.326,2022.356,212.94,804.7834285714281,980.1967533333334
2015-07-21,1961.482,2015,7,3,30,21,1,202,0,2285.786,1960.012,942.974,804.993428571428,1014.14702
2015-07-22,1348.344,2015,7,3,30,22,2,203,0,1961.482,351.216,763.792,947.4402857142852,1033.6320866666667
2015-07-23,2613.184,2015,7,3,30,23,3,204,0,1348.344,292.594,3356.4860000000003,1278.9531428571424,1008.8553533333335
2015-07-25,8341.289999999999,2015,7,3,30,25,5,206,1,2613.184,9.51,139.8,2469.2074285714284,1282.2383533333332
2015-07-26,5039.994,2015,7,3,30,26,6,207,1,8341.289999999999,273.04,1828.9496,3150.2008571428564,1389.2731666666666
2015-07-27,580.06,2015,7,3,31,27,0,208,0,5039.994,461.326,4107.443,3167.1628571428564,1271.6937333333333
2015-07-28,193.152,2015,7,3,31,28,1,209,0,580.06,2285.786,1975.498,2868.2151428571424,1212.2822
2015-07-30,1367.84,2015,7,3,31,30,3,211,0,193.152,1961.482,109.496,2783.4091428571423,1254.2269999999999
2015-08-01,228.328,2015,8,3,31,1,5,213,1,1367.84,1348.344,4.272,2623.4068571428566,1261.695533333333
2015-08-02,886.28,2015,8,3,31,2,6,214,1,228.328,2613.184,792.76,2376.706285714285,1264.8128666666667
2015-08-03,477.994,2015,8,3,32,3,0,215,0,886.28,8341.289999999999,616.14,1253.378285714285,1260.2079999999999
2015-08-04,2743.154,2015,8,3,32,4,1,216,0,477.994,5039.994,1645.791,925.2582857142852,1296.7867666666666
2015-08-05,2408.724,2015,8,3,32,5,2,217,0,2743.154,580.06,46.68,1186.4959999999994,1375.5215666666666
2015-08-06,262.89,2015,8,3,32,6,3,218,0,2408.724,193.152,739.624,1196.458571428571,1359.6304333333333
2015-08-08,3955.629,2015,8,3,32,8,5,220,1,262.89,1367.84,601.0239999999999,1566.1427142857137,1471.4506000000001
2015-08-09,3605.685,2015,8,3,32,9,6,221,1,3955.629,228.328,79.56,2048.622285714285,1588.9880999999998
2015-08-11,451.62,2015,8,3,33,11,1,223,0,3605.685,886.28,247.408,1986.5279999999996,1595.7951666666668
2015-08-12,1545.73,2015,8,3,33,12,2,224,0,451.62,477.994,1444.104,2139.0617142857136,1599.1827
2015-08-15,337.5,2015,8,3,33,15,5,227,1,1545.73,2743.154,1038.472,1795.3968571428563,1575.8169666666665
2015-08-16,853.092,2015,8,3,33,16,6,228,1,337.5,2408.724,241.194,1573.163714285714,1596.2135666666666
2015-08-17,500.342,2015,8,3,34,17,0,229,0,853.092,262.89,763.0740000000001,1607.085428571428,1587.4558333333332
2015-08-19,1439.106,2015,8,3,34,19,2,231,0,500.342,3955.629,265.521,1247.5821428571423,1626.5753333333332
2015-08-20,1838.722,2015,8,3,34,20,3,232,0,1439.106,3605.685,2022.356,995.1588571428566,1620.4542
2015-08-22,23.104,2015,8,3,34,22,5,234,1,1838.722,451.62,1960.012,933.9422857142852,1555.8906
2015-08-23,565.224,2015,8,3,34,23,6,235,1,23.104,1545.73,351.216,793.8699999999995,1563.0242
2015-08-24,59.74,2015,8,3,35,24,0,236,0,565.224,337.5,292.594,754.1899999999996,1555.2623999999998
2015-08-25,1451.65,2015,8,3,35,25,1,237,0,59.74,853.092,9.51,839.6982857142851,1603.3337333333334
2015-08-26,366.81,2015,8,3,35,26,2,238,0,1451.65,500.342,273.04,820.6222857142853,1606.4594
2015-08-27,2070.13,2015,8,3,35,27,3,239,0,366.81,1439.106,461.326,910.7685714285708,1660.0862
2015-08-29,832.3225,2015,8,3,35,29,5,241,1,2070.13,1838.722,2285.786,766.9972142857138,1611.6374166666667
2015-08-30,121.24,2015,8,3,35,30,6,242,1,832.3225,23.104,1961.482,781.0166428571423,1550.2960166666664
2015-08-31,92.52,2015,8,3,36,31,0,243,0,121.24,565.224,1348.344,713.4874999999995,1508.4352166666665
2015-09-01,469.436,2015,9,3,36,1,1,244,0,92.52,59.74,2613.184,772.0154999999994,1436.97695
2015-09-02,3254.15,2015,9,3,36,2,2,245,0,469.436,1451.65,8341.289999999999,1029.5154999999995,1267.4056166666667
2015-09-03,22.08,2015,9,3,36,3,3,246,0,3254.15,366.81,5039.994,980.2683571428566,1100.1418166666665
2015-09-05,296.304,2015,9,3,36,5,5,248,1,22.08,2070.13,580.06,726.8646428571423,1090.6832833333333
2015-09-06,100.36,2015,9,3,36,6,6,249,1,296.304,832.3225,193.152,622.2985714285709,1087.5902166666667
2015-09-07,3523.875,2015,9,3,37,7,0,250,0,100.36,121.24,1367.84,1108.3892857142853,1159.4580500000002
2015-09-08,14228.428,2015,9,3,37,8,1,251,0,3523.875,92.52,228.328,3127.8047142857135,1626.12805
2015-09-09,4043.588,2015,9,3,37,9,2,252,0,14228.428,469.436,886.28,3638.3978571428565,1731.37165
2015-09-10,1855.228,2015,9,3,37,10,3,253,0,4043.588,3254.15,477.994,3438.551857142857,1777.2794500000002
2015-09-11,127.95,2015,9,3,37,11,4,254,0,1855.228,22.08,2743.154,3453.676142857142,1690.1059833333334
2015-09-12,4904.66,2015,9,3,37,12,5,255,1,127.95,296.304,2408.724,4112.012714285714,1773.30385
2015-09-13,1275.408,2015,9,3,37,13,6,256,1,4904.66,100.36,262.89,4279.876714285713,1807.0544499999999
2015-09-14,5023.716,2015,9,3,38,14,0,257,0,1275.408,3523.875,3955.629,4494.139714285714,1842.65735
2015-09-15,133.436,2015,9,3,38,15,1,258,0,5023.716,14228.428,3605.685,2480.569428571428,1726.9157166666666
2015-09-16,33.552,2015,9,3,38,16,2,259,0,133.436,4043.588,451.62,1907.7071428571423,1712.9801166666666
2015-09-17,820.523,2015,9,3,38,17,3,260,0,33.552,1855.228,1545.73,1759.8921428571425,1688.8065500000002
2015-09-19,9338.637,2015,9,3,38,19,5,262,1,820.523,127.95,337.5,3075.7045714285714,1988.8444500000003
2015-09-20,5335.968000000001,2015,9,3,38,20,6,263,1,9338.637,4904.66,853.092,3137.3199999999997,2138.27365
2015-09-21,2679.652,2015,9,3,39,21,0,264,0,5335.968000000001,1275.408,500.342,3337.9262857142858,2210.917316666667
2015-09-22,1240.266,2015,9,3,39,22,1,265,0,2679.652,5023.716,1439.106,2797.433428571428,2204.2893166666668
2015-09-23,10662.337,2015,9,3,39,23,2,266,0,1240.266,133.436,1838.722,4301.562142857142,2498.4098166666668
2015-09-24,211.96,2015,9,3,39,24,3,267,0,10662.337,33.552,23.104,4327.049,2504.705016666667
2015-09-25,354.88880000000006,2015,9,3,39,25,4,268,0,211.96,820.523,565.224,4260.529828571428,2497.6938433333335
2015-09-26,1326.79,2015,9,3,39,26,5,269,1,354.88880000000006,9338.637,59.74,3115.9802571428568,2539.9288433333336
2015-09-27,773.4399999999999,2015,9,3,39,27,6,270,1,1326.79,5335.968000000001,1451.65,2464.190542857142,2517.3218433333336
2015-09-28,490.292,2015,9,3,40,28,0,271,0,773.4399999999999,2679.652,366.81,2151.424828571428,2521.43791
2015-09-29,8109.07,2015,9,3,40,29,1,272,0,490.292,1240.266,2070.13,3132.6825428571424,2722.7359100000003
2015-09-30,987.532,2015,9,3,40,30,2,273,0,8109.07,10662.337,832.3225,1750.5675428571424,2727.90956
2015-10-01,4.71,2015,10,4,40,1,3,274,0,987.532,211.96,121.24,1720.9603999999995,2724.0252266666666
2015-10-02,598.144,2015,10,4,40,2,4,275,0,4.71,354.88880000000006,92.52,1755.7111428571422,2740.87936
2015-10-03,862.683,2015,10,4,40,3,5,276,1,598.144,1326.79,469.436,1689.4101428571423,2753.9875933333333
2015-10-04,728.7479999999999,2015,10,4,40,4,6,277,1,862.683,773.4399999999999,3254.15,1683.0255714285709,2669.8075266666665
2015-10-05,191.9,2015,10,4,41,5,0,278,0,728.7479999999999,490.292,22.08,1640.3981428571421,2675.4681933333336
2015-10-06,494.71,2015,10,4,41,6,1,279,0,191.9,8109.07,296.304,552.632428571428,2682.0817266666663
2015-10-07,237.36,2015,10,4,41,7,2,280,0,494.71,987.532,100.36,445.4649999999995,2686.6483933333334
2015-10-08,147.392,2015,10,4,41,8,3,281,0,237.36,4.71,3523.875,465.8481428571423,2574.0989600000003
2015-10-09,249.36,2015,10,4,41,9,4,282,0,147.392,598.144,14228.428,416.0218571428567,2108.1300266666667
2015-10-10,2049.386,2015,10,4,41,10,5,283,1,249.36,862.683,4043.588,585.5508571428566,2041.6566266666669
2015-10-11,1381.164,2015,10,4,41,11,6,284,1,2049.386,728.7479999999999,1855.228,678.7531428571423,2025.8544933333333
2015-10-12,58.53,2015,10,4,42,12,0,285,0,1381.164,191.9,127.95,659.7002857142853,2023.5404933333334
2015-10-13,2212.182,2015,10,4,42,13,1,286,0,58.53,494.71,4904.66,905.0534285714281,1933.7912266666667
2015-10-14,4525.484,2015,10,4,42,14,2,287,0,2212.182,237.36,1275.408,1517.6425714285708,2042.1270933333335
2015-10-15,206.724,2015,10,4,42,15,3,288,0,4525.484,147.392,5023.716,1526.118571428571,1881.5606933333331
2015-10-16,194.322,2015,10,4,42,16,4,289,0,206.724,249.36,133.436,1518.2559999999994,1883.5902266666667
2015-10-17,136.068,2015,10,4,42,17,5,290,1,194.322,2049.386,33.552,1244.9248571428564,1887.0074266666668
2015-10-18,3134.916,2015,10,4,42,18,6,291,1,136.068,1381.164,820.523,1495.4608571428566,1964.15386
2015-10-19,641.104,2015,10,4,43,19,0,292,0,3134.916,58.53,9338.637,1578.6857142857136,1674.2360933333332
2015-10-20,1501.104,2015,10,4,43,20,1,293,0,641.104,2212.182,5335.968000000001,1477.1031428571425,1546.4072933333332
2015-10-21,1356.602,2015,10,4,43,21,2,294,0,1501.104,4525.484,2679.652,1024.4057142857139,1502.3056266666667
2015-10-22,223.808,2015,10,4,43,22,3,295,0,1356.602,206.724,1240.266,1026.8462857142852,1468.4236933333334
2015-10-24,56.49,2015,10,4,43,24,5,297,1,223.808,194.322,10662.337,1007.1559999999994,1114.89546
2015-10-25,103.882,2015,10,4,43,25,6,298,1,56.49,136.068,211.96,1002.5579999999997,1111.29286
2015-10-26,447.88,2015,10,4,44,26,0,299,0,103.882,3134.916,354.88880000000006,618.6957142857137,1114.3925666666667
2015-10-27,22.32,2015,10,4,44,27,1,300,0,447.88,641.104,1326.79,530.2979999999994,1070.9102333333333
2015-10-28,1510.582,2015,10,4,44,28,2,301,0,22.32,1501.104,773.4399999999999,531.6519999999995,1095.4816333333333
2015-10-29,2813.8120000000004,2015,10,4,44,29,3,302,0,1510.582,1356.602,490.292,739.8248571428568,1172.9323000000002
2015-10-31,5362.026,2015,10,4,44,31,5,304,1,2813.8120000000004,223.808,8109.07,1473.8559999999998,1081.3641666666667
2015-11-01,4637.816,2015,11,4,44,1,6,305,1,5362.026,56.49,987.532,2128.3311428571424,1203.0403000000001
2015-11-02,2126.37,2015,11,4,45,2,0,306,0,4637.816,103.882,4.71,2417.2579999999994,1273.7623
2015-11-03,2784.163,2015,11,4,45,3,1,307,0,2126.37,447.88,598.144,2751.0127142857136,1346.6296000000002
2015-11-04,6693.7480000000005,2015,11,4,45,4,2,308,0,2784.163,22.32,862.683,3704.073857142857,1540.9984333333334
2015-11-05,1694.564,2015,11,4,45,5,3,309,0,6693.7480000000005,1510.582,728.7479999999999,3730.3569999999995,1573.1923
2015-11-07,1302.454,2015,11,4,45,7,5,311,1,1694.564,2813.8120000000004,191.9,3514.448714285714,1610.2107666666666
2015-11-08,333.576,2015,11,4,45,8,6,312,1,1302.454,5362.026,494.71,2796.0987142857143,1604.8396333333333
2015-11-09,1574.094,2015,11,4,46,9,0,313,0,333.576,4637.816,237.36,2358.4241428571427,1649.397433333333
2015-11-10,2002.556,2015,11,4,46,10,1,314,0,1574.094,2126.37,147.392,2340.7364285714284,1711.2362333333333
2015-11-11,7836.978,2015,11,4,46,11,2,315,0,2002.556,2784.163,249.36,3062.5671428571427,1964.1568333333335
2015-11-12,901.6492,2015,11,4,46,12,3,316,0,7836.978,6693.7480000000005,2049.386,2235.124457142857,1925.89894
2015-11-14,1034.73,2015,11,4,46,14,5,318,1,901.6492,1694.564,1381.164,2140.862457142857,1914.35114
2015-11-15,1780.822,2015,11,4,46,15,6,319,1,1034.73,1302.454,58.53,2209.2007428571424,1971.7608733333334
2015-11-16,1355.9285,2015,11,4,47,16,0,320,0,1780.822,333.576,2212.182,2355.2511,1943.21909
2015-11-17,11544.274,2015,11,4,47,17,1,321,0,1355.9285,1574.094,4525.484,3779.5625285714277,2177.1787566666667
2015-11-18,3406.855,2015,11,4,47,18,2,322,0,11544.274,2002.556,206.724,3980.176671428571,2283.84979
2015-11-19,7226.086,2015,11,4,47,19,3,323,0,3406.855,7836.978,194.322,3892.9063857142855,2518.2419233333335
2015-11-20,907.56,2015,11,4,47,20,4,324,0,7226.086,901.6492,136.068,3893.7507857142855,2543.9583233333333
